CAS,chemicalName,label,MRF,molecularWeight,overloadMass_1,E,S,A,L,combustionEnthalpy,numBenzene,numCarbon,numHydrogen,numOxygen,numNitrogen,numSulfur,numFluorine,numChlorine,numBromine,numIodine,numSilicon
536-75-4,4-Ethylpyridine,,,,,0.63,0.8,0,4.124,11.06,,,,,,,,,,,
4245-35-6,Isopentyl acrylate,,,,,0.13,0.57,0,4.128,11.06,,,,,,,,,,,
589-92-4,4-Methylcyclohexanone,,,,,0.36,0.83,0,4.129,11.06,,,,,,,,,,,
111-25-1,1-Bromohexane,,,,,0.35,0.4,0,4.13,11.06,,,,,,,,,,,
628-17-1,1-Iodopentane,,,,,0.62,0.4,0,4.13,11.06,,,,,,,,,,,
14529-53-4,2-Ethoxypyridine,,,,,0.64,0.68,0,4.13,11.06,,,,,,,,,,,
627-44-1,Diethylmercury,,,,,0.81,0.7,0,4.13,11.06,,,,,,,,,,,
1741-83-9,Methylpentylsulfide,,,,,0.37,0.39,0,4.13,11.06,,,,,,,,,,,
111-31-9,Hexylthiol,,,,,0.36,0.42,0,4.133,11.06,,,,,,,,,,,
300-57-2,Allylbenzene,,,,,0.72,0.6,0,4.136,11.06,,,,,,,,,,,
515-84-4,Ethyl trichloroacetate,,,,,0.37,0.65,0,4.136,11.06,,,,,,,,,,,
586-96-9,Nitrosobenzene,,,,,0.74,1.25,0,4.136,11.06,,,,,,,,,,,
1121-37-5,Dicyclopropylketone,,,,,0.47,1.41,0,4.137,11.06,,,,,,,,,,,
106-65-0,Dimethyl succinate,,,,,0.19,1.05,0,4.14,11.06,,,,,,,,,,,
19788-49-9,Ethyl thiolactate,,,,,0.52,0.75,0,4.14,11.06,,,,,,,,,,,
632-22-4,Tetramethylurea,,,,,0.38,1.07,0,4.141,11.06,,,,,,,,,,,
2426-08-6,Butylglycidylether,,,,,0.2,0.94,0,4.145,11.06,,,,,,,,,,,
37587-81-8,Propyl dichloroacetate,,,,,0.3,0.82,0,4.146,11.06,,,,,,,,,,,
16219-75-3,Ethylidene norbornene,,,,,0.59,0.27,0,4.147,11.06,,,,,,,,,,,
27522-25-4,5-Ethoxypyrimidine,,,,,0.63,0.94,0,4.148,11.06,,,,,,,,,,,
107-47-1,Di-tert-butylsulphide,,,,,0.33,0.25,0,4.151,11.06,,,,,,,,,,,
105-68-0,3-Methylbutyl propanoate,,,,,0.04,0.53,0,4.153,11.06,,,,,,,,,,,
25415-67-2,Ethyl 4-methylpentanoate,,,,,0.07,0.53,0,4.154,11.06,,,,,,,,,,,
98-94-2,N.N-Dimethylcyclohexylamine,,,,,0.37,0.3,0,4.157,11.06,,,,,,,,,,,
98-03-3,2-Formylthiophene,,,,,1.03,1.16,0,4.159,11.06,,,,,,,,,,,
7068-83-9,N-Nitrosomethylbutylamine,,,,,0.34,1.07,0,4.159,11.06,,,,,,,,,,,
100-54-9,3-Cyanopyridine,,,,,0.75,1.26,0,4.164,11.06,,,,,,,,,,,
110-93-0,6-Methylhept-5-en-2-one,,,,,0.28,0.73,0,4.169,11.06,,,,,,,,,,,
95-49-8,2-Chlorotoluene,,,,,0.76,0.65,0,4.173,11.06,,,,,,,,,,,
38028-67-0,2-Ethoxypyrazine,,,,,0.7,0.84,0,4.175,11.06,,,,,,,,,,,
624-48-6,Dimethyl maleate,,,,,0.32,1.06,0,4.177,11.06,,,,,,,,,,,
10031-87-5,2-Ethyl-1-butyl acetate,,,,,0.07,0.57,0,4.178,11.06,,,,,,,,,,,
123-05-7,2-ethylhexanal,,,,,0.15,0.62,0,4.179,11.06,,,,,,,,,,,
108-41-8,3-Chlorotoluene,,,,,0.74,0.67,0,4.179,11.06,,,,,,,,,,,
100-69-6,2-Vinylpyridine,,,,,0.85,0.85,0,4.18,11.06,,,,,,,,,,,
111-84-2,n-Nonane,,,,,0,0,0,4.182,11.06,,,,,,,,,,,
15726-15-5,3-Methylheptan-4-one,,,,,0.11,0.62,0,4.184,11.06,,,,,,,,,,,
626-55-1,3-Bromopyridine,,,,,0.91,1.01,0,4.185,11.06,,,,,,,,,,,
59-89-2,N-Nitrosomorpholine,,,,,0.6,1.51,0,4.187,11.06,,,,,,,,,,,
3658-80-8,Dimethyl trisulphide,,,,,1.05,0.67,0,4.203,11.06,,,,,,,,,,,
106-43-4,4-Chlorotoluene,,,,,0.71,0.74,0,4.205,11.06,,,,,,,,,,,
629-06-1,1-Chloroheptane,,,,,0.19,0.4,0,4.208,11.06,,,,,,,,,,,
591-22-0,3.5-Dimethylpyridine,,,,,0.66,0.79,0,4.214,11.06,,,,,,,,,,,
609-14-3,Ethyl 2-methylacetoacetate,,,,,0.16,0.85,0,4.214,11.06,,,,,,,,,,,
24295-03-2,2-Acetylthiazole,,,,,0.83,1.13,0,4.215,11.06,,,,,,,,,,,
2371-19-9,3-Methylheptan-2-one,,,,,0.11,0.66,0,4.218,11.06,,,,,,,,,,,
14036-56-7,Butyl 3-butenoate,,,,,0.21,0.59,0,4.218,11.06,,,,,,,,,,,
589-63-9,Octan-4-one,,,,,0.11,0.66,0,4.22,11.06,,,,,,,,,,,
2867-05-2,?-Thujene,,,,,0.38,0.21,0,4.223,11.06,,,,,,,,,,,
624-42-0,6-Methylheptan-3-one,,,,,0.11,0.68,0,4.224,11.06,,,,,,,,,,,
15869-87-1,2.2-Dimethyloctane,,,,,0,0,0,4.225,11.06,,,,,,,,,,,
1121-55-7,3-Vinylpyridine,,,,,0.83,0.93,0,4.23,11.06,,,,,,,,,,,
100-43-6,4-Vinylpyridine,,,,,0.83,0.94,0,4.23,11.06,,,,,,,,,,,
103-65-1,n-Propylbenzene,,,,,0.6,0.5,0,4.23,11.06,,,,,,,,,,,
15869-95-1,4.4-Dimethyloctane,,,,,0,0,0,4.236,11.06,,,,,,,,,,,
538-86-3,Methyl benzyl ether,,,,,0.65,0.77,0,4.238,11.06,,,,,,,,,,,
6639-15-2,Isopropyl 2-methylpentanoate,,,,,0.01,0.45,0,4.239,11.06,,,,,,,,,,,
2998-23-4,Pentyl acrylate,,,,,0.17,0.62,0,4.24,11.06,,,,,,,,,,,
103-73-1,Ethyl phenyl ether,,,,,0.68,0.7,0,4.242,11.06,,,,,,,,,,,
108-83-8,2.6-Dimethylheptan-4-one,,,,,0.05,0.6,0,4.244,11.06,,,,,,,,,,,
4292-04-0,1-Isopropylcyclohexene,,,,,0.41,0.15,0,4.249,11.06,,,,,,,,,,,
4394-85-8,N-Formylmorpholine,,,,,0.56,1.38,0,4.25,11.06,,,,,,,,,,,
628-76-2,1.5-Dichloropentane,,,,,0.42,0.96,0,4.251,11.06,,,,,,,,,,,
123-66-0,Ethyl hexanoate,,,,,0.04,0.58,0,4.251,11.06,,,,,,,,,,,
80-56-8,a-Pinene,,,,,0.44,0.2,0,4.256,11.06,,,,,,,,,,,
111-13-7,Octan-2-one,,,,,0.11,0.68,0,4.257,11.06,,,,,,,,,,,
500-22-1,3-Formylpyridine,,,,,0.82,1.16,0,4.258,11.06,,,,,,,,,,,
15869-93-9,3.5-Dimethyloctane,,,,,0,0,0,4.259,11.06,,,,,,,,,,,
100-70-9,2-Cyanopyridine,,,,,0.73,1.35,0,4.26,11.06,,,,,,,,,,,
928-68-7,6-Methylheptan-2-one,,,,,0.11,0.68,0,4.26,11.06,,,,,,,,,,,
7309-43-5,Butylisopropylsulfide,,,,,0.34,0.33,0,4.26,11.06,,,,,,,,,,,
103-71-9,Phenyl isocyanate,,,,,0.79,0.95,0,4.26,11.06,,,,,,,,,,,
106-68-3,Octan-3-one,,,,,0.12,0.66,0,4.264,11.06,,,,,,,,,,,
96-09-3,Styrene oxide,,,,,0.79,0.9,0,4.27,11.06,,,,,,,,,,,
13360-64-0,2-Methyl-5-ethylpyrazine,,,,,0.66,0.79,0,4.274,11.06,,,,,,,,,,,
620-14-4,3-Ethyltoluene,,,,,0.63,0.51,0,4.275,11.06,,,,,,,,,,,
109-21-7,Butyl butanoate,,,,,0.04,0.56,0,4.275,11.06,,,,,,,,,,,
33404-67-0,?-Fenchene,,,,,0.45,0.2,0,4.276,11.06,,,,,,,,,,,
822-87-7,2-Chlorocyclohexanone,,,,,0.55,1.12,0,4.277,11.06,,,,,,,,,,,
14667-55-1,Trimethylpyrazine,,,,,0.66,0.74,0,4.277,11.06,,,,,,,,,,,
620-08-6,4-Methoxypyridine,,,,,0.68,0.93,0,4.279,11.06,,,,,,,,,,,
589-66-2,Isobutyl crotonate,,,,,0.13,0.65,0,4.279,11.06,,,,,,,,,,,
97-88-1,n-Butyl methacrylate,,,,,0.17,0.49,0,4.28,11.06,,,,,,,,,,,
508-32-7,Tricyclene,,,,,0.5,0.11,0,4.28,11.06,,,,,,,,,,,
402-67-5,1-Fluoro-3-nitrobenzene,,,,,0.74,1.11,0,4.282,11.06,,,,,,,,,,,
1072-16-8,2.7-Dimethyloctane,,,,,0,0,0,4.282,11.06,,,,,,,,,,,
53966-36-2,Ethylisopropyldisulfide,,,,,0.64,0.5,0,4.287,11.06,,,,,,,,,,,
622-39-9,2-n-Propylpyridine,,,,,0.6,0.7,0,4.288,11.06,,,,,,,,,,,
622-96-8,4-Ethyltoluene,,,,,0.63,0.51,0,4.289,11.06,,,,,,,,,,,
7295-76-3,3-Methoxypyridine,,,,,0.68,0.94,0,4.29,11.06,,,,,,,,,,,
142-92-7,n-Hexyl acetate,,,,,0.06,0.6,0,4.29,11.06,,,,,,,,,,,
1741-84-0,Propylisobutylsulfide,,,,,0.33,0.37,0,4.29,11.06,,,,,,,,,,,
10359-66-7,Propyl-s-butylsulfide,,,,,0.32,0.34,0,4.29,11.06,,,,,,,,,,,
696-29-7,Isopropylcyclohexane,,,,,0.28,0.07,0,4.292,11.06,,,,,,,,,,,
273-53-0,Benzoxazole,,,,,0.9,1.07,0,4.293,11.06,,,,,,,,,,,
25152-87-8,cis-3-Hexenyl acetate,,,,,0.2,0.62,0,4.301,11.06,,,,,,,,,,,
2051-30-1,2.6-Dimethyloctane,,,,,0,0,0,4.304,11.06,,,,,,,,,,,
4110-44-5,3.3-Dimethyloctane,,,,,0,0,0,4.307,11.06,,,,,,,,,,,
622-45-7,Cyclohexyl acetate,,,,,0.28,0.69,0,4.31,11.06,,,,,,,,,,,
10586-17-1,Isopropyl 2-cyano-2-propenoic acid,,,,,0.35,0.87,0,4.31,11.06,,,,,,,,,,,
637-88-7,Cyclohexan-1.4-dione,,,,,0.5,1.58,0,4.311,11.06,,,,,,,,,,,
141-06-0,Propyl pentanoate,,,,,0.08,0.56,0,4.312,11.06,,,,,,,,,,,
1678-92-8,Propylcyclohexane,,,,,0.26,0.23,0,4.313,11.06,,,,,,,,,,,
583-58-4,3.4-Dimethylpyridine,,,,,0.68,0.85,0,4.317,11.06,,,,,,,,,,,
2234-75-5,1.2.4-trimethylcyclohexane,,,,,0.23,0.12,0,4.322,11.06,,,,,,,,,,,
108-75-8,2.4.6-Trimethylpyridine,,,,,0.63,0.69,0,4.324,11.06,,,,,,,,,,,
15869-92-8,3.4-Dimethyloctane,,,,,0,0,0,4.324,11.06,,,,,,,,,,,
1122-61-8,4-Nitropyridine,,,,,0.89,1.22,0,4.327,11.06,,,,,,,,,,,
21573-31-9,Oct-7-en-1-al,,,,,0.25,0.73,0,4.327,11.06,,,,,,,,,,,
292-64-8,Cyclooctane,,,,,0.41,0.1,0,4.329,11.06,,,,,,,,,,,
471-84-1,?-Fenchene,,,,,0.49,0.19,0,4.33,11.06,,,,,,,,,,,
15869-94-0,3.6-Dimethyloctane,,,,,0,0,0,4.331,11.06,,,,,,,,,,,
2568-91-4,Diisobutoxymethane,,,,,0,0.35,0,4.331,11.06,,,,,,,,,,,
624-54-4,n-Pentyl propanoate,,,,,0.05,0.56,0,4.331,11.06,,,,,,,,,,,
766-05-2,Cyanocyclohexane,,,,,0.41,0.94,0,4.333,11.06,,,,,,,,,,,
694-85-9,N-Methyl-2-pyridone,,,,,0.91,1.1,0,4.334,11.06,,,,,,,,,,,
3739-82-0,2-Ethoxypyrimidine,,,,,0.68,1.07,0,4.337,11.06,,,,,,,,,,,
14676-29-0,3-Ethyl-2-methylheptane,,,,,0,0,0,4.337,11.06,,,,,,,,,,,
544-13-8,1.3-Dicyanopropane,,,,,0.33,2.05,0,4.342,11.06,,,,,,,,,,,
2445-67-2,Isobutyl 2-methylbutanoate,,,,,-0.02,0.5,0,4.342,11.06,,,,,,,,,,,
108-67-8,1.3.5-Trimethylbenzene,,,,,0.65,0.52,0,4.344,11.06,,,,,,,,,,,
611-14-3,2-Ethyltoluene,,,,,0.68,0.55,0,4.346,11.06,,,,,,,,,,,
631-36-7,Tetraethylsilicon,,,,,0.13,-0.12,0,4.348,11.06,,,,,,,,,,,
66481-77-4,Ethylisopentylsulfide,,,,,0.33,0.37,0,4.35,11.06,,,,,,,,,,,
611-15-4,2-Methylstyrene,,,,,0.92,0.65,0,4.352,11.06,,,,,,,,,,,
110-52-1,1.4-Dibromobutane,,,,,0.73,0.8,0,4.353,11.06,,,,,,,,,,,
100-44-7,Benzyl chloride,,,,,0.82,0.86,0,4.353,11.06,,,,,,,,,,,
79-92-5,Camphene,,,,,0.52,0.2,0,4.353,11.06,,,,,,,,,,,
271-89-6,benzo[b]furan,,,,,0.89,0.83,0,4.355,11.06,,,,,,,,,,,
106-73-0,Methyl heptanoate,,,,,0.08,0.6,0,4.356,11.06,,,,,,,,,,,
3178-29-8,4-Propylheptane,,,,,0,0,0,4.359,11.06,,,,,,,,,,,
446-35-5,2.4-Difluoronitrobenzene,,,,,0.68,1.18,0,4.36,11.06,,,,,,,,,,,
20278-89-1,3.4.5-Trimethylheptane,,,,,0,0,0,4.361,11.06,,,,,,,,,,,
124-13-0,Octanal,,,,,0.14,0.65,0,4.361,11.06,,,,,,,,,,,
5664-21-1,2-Cyclohexylethanal,,,,,0.45,0.72,0,4.362,11.06,,,,,,,,,,,
1462-84-6,2.3.6-Trimethylpyridine,,,,,0.67,0.72,0,4.364,11.06,,,,,,,,,,,
2497-18-9,trans-2-Hexenyl acetate,,,,,0.2,0.6,0,4.367,11.06,,,,,,,,,,,
22047-25-2,2-Acetylpyrazine,,,,,0.84,1.07,0,4.368,11.06,,,,,,,,,,,
17302-01-1,3-Methyl-3-ethylheptane,,,,,0,0,0,4.368,11.06,,,,,,,,,,,
589-59-3,Isobutyl 3-methylbutanoate,,,,,-0.02,0.5,0,4.369,11.06,,,,,,,,,,,
815-24-7,Di-tert-butyl ketone,,,,,0.1,0.56,0,4.37,11.06,,,,,,,,,,,
645-62-5,2-Ethyl-2-hexenal,,,,,0.4,0.7,0,4.371,11.06,,,,,,,,,,,
35926-06-8,Hept-1-ene-3-yl acetate,,,,,0.15,0.56,0,4.371,11.06,,,,,,,,,,,
4630-82-4,Methyl cyclohexanecarboxylate,,,,,0.31,0.89,0,4.372,11.06,,,,,,,,,,,
100-80-1,m-methylstyrene,,,,,0.87,0.65,0,4.375,11.06,,,,,,,,,,,
2150-18-7,4-Methyl-2-ethylpyridine,,,,,0.64,0.73,0,4.376,11.06,,,,,,,,,,,
502-42-1,cycloheptanone,,,,,0.44,0.86,0,4.376,11.06,,,,,,,,,,,
1647-16-1,1.9-Decadiene,,,,,0.18,0.2,0,4.38,11.06,,,,,,,,,,,
2568-92-5,Di-sec.-butyloxymethane,,,,,0,0.37,0,4.38,11.06,,,,,,,,,,,
578-58-5,2-Methylanisole,,,,,0.73,0.75,0,4.383,11.06,,,,,,,,,,,
3777-69-3,2-Pentylfuran,,,,,0.33,0.47,0,4.384,11.06,,,,,,,,,,,
18854-56-3,1.2-Dipropoxyethane,,,,,0,0.64,0,4.386,11.06,,,,,,,,,,,
109-04-6,2-Bromopyridine,,,,,0.92,1.21,0,4.386,11.06,,,,,,,,,,,
56986-88-0,3-Methyl-2-ethylpyridine,,,,,0.66,0.72,0,4.392,11.06,,,,,,,,,,,
100-84-5,3-Methylanisole,,,,,0.71,0.78,0,4.393,11.06,,,,,,,,,,,
2050-01-3,Isopentyl isobutanoate,,,,,-0.05,0.52,0,4.393,11.06,,,,,,,,,,,
108-85-0,Bromocyclohexane,,,,,0.62,0.54,0,4.395,11.06,,,,,,,,,,,
18113-81-0,3-Methyl-6-ethylpyridine,,,,,0.64,0.71,0,4.398,11.06,,,,,,,,,,,
622-97-9,p-methylstyrene,,,,,0.87,0.65,0,4.399,11.06,,,,,,,,,,,
7146-60-3,2.3-Dimethyloctane,,,,,0,0,0,4.401,11.06,,,,,,,,,,,
104-93-8,4-Methylanisole,,,,,0.7,0.77,0,4.406,11.06,,,,,,,,,,,
15869-86-0,4-Ethyloctane,,,,,0,0,0,4.409,11.06,,,,,,,,,,,
541-73-1,1.3-Dichlorobenzene,,,,,0.85,0.73,0,4.41,11.06,,,,,,,,,,,
2431-50-7,2.3.4-Trichlorobut-1-ene,,,,,0.61,1.09,0,4.411,11.06,,,,,,,,,,,
98-06-6,tert-Butylbenzene,,,,,0.62,0.49,0,4.413,11.06,,,,,,,,,,,
122-79-2,Phenyl acetate,,,,,0.66,1.13,0,4.414,11.06,,,,,,,,,,,
646-14-0,1-Nitrohexane,,,,,0.2,0.95,0,4.416,11.06,,,,,,,,,,,
601-77-4,N-Nitrosodiisopropylamine,,,,,0.3,0.95,0,4.417,11.06,,,,,,,,,,,
26288-16-4,1.1.1-Trifluorodecane,,,,,-0.33,0.2,0,4.419,11.06,,,,,,,,,,,
1121-07-9,N-Methylsuccinimide,,,,,0.59,1.76,0,4.42,11.06,,,,,,,,,,,
350-46-9,1-Fluoro-4-nitrobenzene,,,,,0.76,1.11,0,4.424,11.06,,,,,,,,,,,
1122-62-9,2-Acetylpyridine,,,,,0.73,1.09,0,4.425,11.06,,,,,,,,,,,
122-78-1,Phenylacetaldehyde,,,,,0.81,1.02,0,4.426,11.06,,,,,,,,,,,
935-28-4,2.6-Diethylpyridine,,,,,0.62,0.62,0,4.428,11.06,,,,,,,,,,,
15869-85-9,5-Methylnonane,,,,,0,0,0,4.432,11.06,,,,,,,,,,,
96-12-8,1.2-Dibromo-3-chloropropane,,,,,0.73,0.88,0,4.435,11.06,,,,,,,,,,,
106-46-7,1.4-Dichlorobenzene,,,,,0.83,0.75,0,4.435,11.06,,,,,,,,,,,
95-63-6,1.2.4-Trimethylbenzene,,,,,0.68,0.56,0,4.441,11.06,,,,,,,,,,,
17301-94-9,4-Methylnonane,,,,,0,0,0,4.441,11.06,,,,,,,,,,,
536-88-9,2-Methyl-4-ethylpyridine,,,,,0.64,0.75,0,4.442,11.06,,,,,,,,,,,
696-30-0,4-Isopropylpyridine,,,,,0.63,0.76,0,4.443,11.06,,,,,,,,,,,
5749-72-4,Isopropylidenecyclohexane,,,,,0.47,0.12,0,4.445,11.06,,,,,,,,,,,
271-58-9,2.1-Benzisoxazole,,,,,0.97,1.2,0,4.447,11.06,,,,,,,,,,,
56922-71-5,Propyl 3-methyl-2-butenoate,,,,,0.28,0.57,0,4.447,11.06,,,,,,,,,,,
36262-09-6,Thuja-2.4(10)-diene,,,,,0.64,0.24,0,4.448,11.06,,,,,,,,,,,
3398-69-4,N-Nitrosoethyl-t-butylamine,,,,,0.32,0.96,0,4.45,11.06,,,,,,,,,,,
871-83-0,2-methylnonane,,,,,0,0,0,4.453,11.06,,,,,,,,,,,
2311-46-8,Isopropyl hexanoate,,,,,0.04,0.53,0,4.453,11.06,,,,,,,,,,,
5910-85-0,Hepta-2.4-dienal,,,,,0.78,0.84,0,4.464,11.06,,,,,,,,,,,
104-90-5,2-Methyl-5-ethylpyridine,,,,,0.63,0.71,0,4.467,11.06,,,,,,,,,,,
5881-17-4,3-Ethyloctane,,,,,0,0,0,4.467,11.06,,,,,,,,,,,
3296-50-2,trans-Hydrindane,,,,,0.44,0.2,0,4.467,11.06,,,,,,,,,,,
4080-46-0,Verbenene,,,,,0.64,0.25,0,4.467,11.06,,,,,,,,,,,
445-27-2,2-Fluoroacetophenone,,,,,0.68,1.06,0,4.469,11.06,,,,,,,,,,,
105-53-3,Diethyl malonate,,,,,0.11,0.9,0,4.47,11.06,,,,,,,,,,,
60415-61-4,2-pentyl butanoate,,,,,0.02,0.53,0,4.472,11.06,,,,,,,,,,,
16338-97-9,N-Nitrosodiallylamine,,,,,0.55,0.91,0,4.472,11.06,,,,,,,,,,,
529-19-1,2-Methylbenzonitrile,,,,,0.78,1.06,0,4.478,11.06,,,,,,,,,,,
873-49-4,Cyclopropylbenzene,,,,,0.81,0.65,0,4.479,11.06,,,,,,,,,,,
5351-04-2,Diethylaminopropionitrile,,,,,0.27,0.89,0,4.479,11.06,,,,,,,,,,,
471-12-5,Thujane,,,,,0.3,0.16,0,4.48,11.06,,,,,,,,,,,
106-91-2,Glycidyl methacrylate,,,,,0.36,1.2,0,4.483,11.06,,,,,,,,,,,
3387-41-5,Sabinene,,,,,0.46,0.23,0,4.483,11.06,,,,,,,,,,,
637-50-3,1-Phenyl-1-propene,,,,,0.91,0.72,0,4.486,11.06,,,,,,,,,,,
5911-04-6,3-Methylnonane,,,,,0,0,0,4.486,11.06,,,,,,,,,,,
933-11-9,1-Methylcyclooctene,,,,,0.48,0.24,0,4.487,11.06,,,,,,,,,,,
33626-25-4,E-Pinane,,,,,0.42,0.12,0,4.487,11.06,,,,,,,,,,,
685-91-6,N.N-Diethylacetamide,,,,,0.32,1.3,0,4.49,11.06,,,,,,,,,,,
5669-09-0,1.1-Diisobutyloxyethane,,,,,0,0.26,0,4.491,11.06,,,,,,,,,,,
111-91-1,Bis(2-chloroethoxy)methane,,,,,0.3,0.98,0,4.496,11.06,,,,,,,,,,,
7299-91-4,Butyl crotonate,,,,,0.2,0.64,0,4.5,11.06,,,,,,,,,,,
538-93-2,Isobutylbenzene,,,,,0.58,0.47,0,4.5,11.06,,,,,,,,,,,
1613-46-3,Propylbutylsulfide,,,,,0.35,0.34,0,4.5,11.06,,,,,,,,,,,
98-86-2,Acetophenone,,,,,0.82,1.01,0,4.501,11.06,,,,,,,,,,,
591-50-4,Iodobenzene,,,,,1.19,0.82,0,4.502,11.06,,,,,,,,,,,
5129-46-4,Propyl 2-ethylbutanoate,,,,,0.07,0.48,0,4.502,11.06,,,,,,,,,,,
135-98-8,sec-Butylbenzene,,,,,0.6,0.48,0,4.506,11.06,,,,,,,,,,,
123-35-3,Myrcene,,,,,0.48,0.29,0,4.513,11.06,,,,,,,,,,,
127-91-3,beta-pinene,,,,,0.52,0.19,0,4.515,11.06,,,,,,,,,,,
95-50-1,1.2-Dichlorobenzene,,,,,0.87,0.78,0,4.518,11.06,,,,,,,,,,,
108-60-1,Bis(2-chloroisopropyl)ether,,,,,0.3,0.8,0,4.519,11.06,,,,,,,,,,,
496-14-0,Phthalan,,,,,0.85,1.11,0,4.523,11.06,,,,,,,,,,,
695-98-7,2.3.5-Trimethylpyridine,,,,,0.69,0.78,0,4.524,11.06,,,,,,,,,,,
15706-73-7,Butyl 2-methylbutanoate,,,,,0,0.53,0,4.524,11.06,,,,,,,,,,,
539-30-0,Ethyl benzyl ether,,,,,0.63,0.71,0,4.524,11.06,,,,,,,,,,,
102-69-2,Tri-n-propylamine,,,,,0.07,0.14,0,4.524,11.06,,,,,,,,,,,
26158-99-6,Ethylpentylsulfide,,,,,0.35,0.37,0,4.53,11.06,,,,,,,,,,,
496-10-6,Hydrindane,,,,,0.44,0.2,0,4.53,11.06,,,,,,,,,,,
872-05-9,1-decene,,,,,0.09,0.08,0,4.533,11.06,,,,,,,,,,,
7336-27-8,Isopentyl methacrylate,,,,,0.13,0.54,0,4.533,11.06,,,,,,,,,,,
6876-13-7,Z-Pinane,,,,,0.42,0.12,0,4.534,11.06,,,,,,,,,,,
544-01-4,Di-3-methylbutyl ether,,,,,0,0.19,0,4.538,11.06,,,,,,,,,,,
4253-89-8,Diisopropyldisulfide,,,,,0.61,0.46,0,4.538,11.06,,,,,,,,,,,
2445-72-9,Pentyl isobutanoate,,,,,0,0.53,0,4.539,11.06,,,,,,,,,,,
1493-27-2,1-Fluoro-2-nitrobenzene,,,,,0.77,1.16,0,4.542,11.06,,,,,,,,,,,
4673-31-8,3-n-Propylpyridine,,,,,0.63,0.79,0,4.546,11.06,,,,,,,,,,,
620-23-5,3-Methylbenzaldehyde,,,,,0.84,0.97,0,4.548,11.06,,,,,,,,,,,
2530-26-9,3-Nitropyridine,,,,,0.89,1.28,0,4.548,11.06,,,,,,,,,,,
1502-38-1,Methylcyclooctane,,,,,0.34,0.1,0,4.548,11.06,,,,,,,,,,,
16339-07-4,N-Nitroso-N'-methylpiperazine,,,,,0.6,1.22,0,4.548,11.06,,,,,,,,,,,
15854-87-2,4-Iodopyridine,,,,,1.21,0.97,0,4.553,11.06,,,,,,,,,,,
535-77-3,3-Isopropyltoluene,,,,,0.62,0.49,0,4.556,11.06,,,,,,,,,,,
98-95-3,Nitrobenzene,,,,,0.87,1.11,0,4.557,11.06,,,,,,,,,,,
558-13-4,tetrabromomethane,,,,,1.19,0.94,0,4.557,11.06,,,,,,,,,,,
95-46-5,2-Bromotoluene,,,,,0.92,0.72,0,4.559,11.06,,,,,,,,,,,
529-20-4,2-Methylbenzaldehyde,,,,,0.87,0.96,0,4.559,11.06,,,,,,,,,,,
95-13-6,Indene,,,,,1,0.77,0,4.559,11.06,,,,,,,,,,,
109-19-3,Butyl 3-methylbutanoate,,,,,-0.01,0.53,0,4.56,11.06,,,,,,,,,,,
105-21-5,g-Heptanolactone,,,,,0.33,1.44,0,4.56,11.06,,,,,,,,,,,
620-22-4,3-Methylbenzonitrile,,,,,0.76,1.08,0,4.561,11.06,,,,,,,,,,,
526-73-8,1.2.3-Trimethylbenzene,,,,,0.73,0.61,0,4.565,11.06,,,,,,,,,,,
29350-67-2,1-Isopropyl-4-methylcyclohexene,,,,,0.34,0.11,0,4.571,11.06,,,,,,,,,,,
10588-10-0,Isobutyl pentanoate,,,,,-0.03,0.54,0,4.571,11.06,,,,,,,,,,,
67-72-1,Hexachloroethane,,,,,0.68,0.68,0,4.573,11.06,,,,,,,,,,,
1482-13-9,7-Methyloctan-2-one,,,,,0.1,0.65,0,4.575,11.06,,,,,,,,,,,
591-17-3,3-Bromotoluene,,,,,0.9,0.75,0,4.577,11.06,,,,,,,,,,,
2548-87-0,(E)-Oct-2-enal,,,,,0.35,0.75,0,4.579,11.06,,,,,,,,,,,
124-12-9,1-Cyanoheptane,,,,,0.16,0.9,0,4.585,11.06,,,,,,,,,,,
13475-82-6,2.2.4.6.6-Pentamethylheptane,,,,,0,0,0,4.586,11.06,,,,,,,,,,,
106-38-7,4-Bromotoluene,,,,,0.88,0.74,0,4.586,11.06,,,,,,,,,,,
496-11-7,2.3-Dihydro-1H-indene,,,,,0.83,0.62,0,4.59,11.06,,,,,,,,,,,
99-87-6,4-Isopropyltoluene,,,,,0.61,0.49,0,4.59,11.06,,,,,,,,,,,
104-87-0,4-Methylbenzaldehyde,,,,,0.86,0.87,0,4.592,11.06,,,,,,,,,,,
100-76-5,Quinuclidine,,,,,0.69,1.13,0,4.596,11.06,,,,,,,,,,,
106-27-4,3-Methylbutyl butanoate,,,,,0.02,0.53,0,4.597,11.06,,,,,,,,,,,
1122-81-2,4-n-Propylpyridine,,,,,0.63,0.77,0,4.597,11.06,,,,,,,,,,,
872-85-5,4-Formylpyridine,,,,,0.8,1.12,0,4.6,11.06,,,,,,,,,,,
104-85-8,4-Methylbenzonitrile,,,,,0.74,1.1,0,4.6,11.06,,,,,,,,,,,
3741-00-2,n-Pentylcyclopentane,,,,,0.22,0.08,0,4.6,11.06,,,,,,,,,,,
3178-22-1,tert-butylcyclohexane,,,,,0.3,0.1,0,4.603,11.06,,,,,,,,,,,
463-18-3,1-Fluorononane,,,,,-0.03,0.35,0,4.606,11.06,,,,,,,,,,,
